book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
5108,82751,82751,1429851,29,440228654,9780440228650.0,Adeline Yen Mah,1999.0,Chinese Cinderella: The True Story of an Unwanted Daughter,Chinese Cinderella: The True Story of an Unwanted Daughter,en-US,4.04,21410,24097,2241,300,995,4798,9366,8638,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5155,11077,11077,713460,26,767915305,9780767915300.0,J. Maarten Troost,2003.0,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,eng,3.87,16954,17710,2016,332,1076,4235,7029,5038,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5179,14069,14069,2213322,54,345481291,9780345481290.0,Naomi Novik,2006.0,Throne of Jade,"Throne of Jade (Temeraire, #2)",eng,3.89,23015,26137,1624,109,1071,6847,11548,6562,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5191,11076177,11076177,15238056,62,224093614,9780224093610.0,Michael Ondaatje,2011.0,,The Cat's Table,eng,3.59,16631,20584,2763,565,1956,6361,8275,3427,https://images.gr-assets.com/books/1327934764m/11076177.jpg,https://images.gr-assets.com/books/1327934764s/11076177.jpg,0
5233,22674105,22674105,42179165,27,385539088,9780385539080.0,Kevin Kwan,2015.0,China Rich Girlfriend,China Rich Girlfriend (Crazy Rich Asians #2),eng,3.74,17708,21983,2377,272,1361,6695,9167,4488,https://images.gr-assets.com/books/1419179404m/22674105.jpg,https://images.gr-assets.com/books/1419179404s/22674105.jpg,0
5241,61264,61264,116061,160,375703829,9780375703830.0,Alessandro Baricco,1996.0,Seta,Silk,en-US,3.82,14555,23787,1834,524,1834,5817,8746,6866,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5274,86856,86856,107052,38,60012781,9780060012790.0,Anthony Bourdain,2001.0,A Cook's Tour: Global Adventures in Extreme Cuisines,A Cook's Tour: Global Adventures in Extreme Cuisines,eng,3.97,16719,18151,885,209,639,4076,7837,5390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5297,139254,139254,936155,58,618562036,9780618562040.0,Anchee Min,2003.0,Empress Orchid,"Empress Orchid (Empress Orchid, #1)",en-US,3.87,17318,19138,1158,221,1030,4906,7816,5165,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5335,1774836,1774836,25128382,38,385515995,9780385515990.0,Chitra Banerjee Divakaruni,2008.0,The Palace of Illusions,The Palace of Illusions,en-US,4.11,16304,17930,1834,185,630,2977,7403,6735,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5364,298137,298137,289250,60,425201333,9780425201340.0,Li Cunxin,2003.0,,Mao's Last Dancer,,4.12,16340,18623,1613,146,492,3189,7867,6929,https://images.gr-assets.com/books/1309282858m/298137.jpg,https://images.gr-assets.com/books/1309282858s/298137.jpg,0
5437,12194,12194,2578988,604,1551111721,9781551111730.0,Joseph Conrad,1900.0,Lord Jim,Lord Jim,eng,3.61,19113,22703,1002,1063,2299,6399,7601,5341,https://images.gr-assets.com/books/1372366969m/12194.jpg,https://images.gr-assets.com/books/1372366969s/12194.jpg,0
5447,13628812,13628812,19235439,6,1609071220,9781609071230.0,Camron Wright,2012.0,,The Rent Collector,eng,4.23,16153,18974,3447,151,453,2487,7623,8260,https://images.gr-assets.com/books/1340468685m/13628812.jpg,https://images.gr-assets.com/books/1340468685s/13628812.jpg,0
5448,19661,19661,1435094,41,037570342X,9780375703420.0,Rohinton Mistry,2001.0,Family Matters,Family Matters,eng,3.99,16790,17802,808,141,654,3799,7814,5394,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5493,328802,328802,319425,57,4770020678,9784770020670.0,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981.0,窓ぎわのトットちゃん,Totto-chan: The Little Girl at the Window,eng,4.3,13859,16214,1638,200,407,1980,5376,8251,https://images.gr-assets.com/books/1354795941m/328802.jpg,https://images.gr-assets.com/books/1354795941s/328802.jpg,0
5523,2879,2879,6783,19,1421506130,9781421506140.0,Tite Kubo,2004.0,Bleach―ブリーチ― 15,"Bleach, Volume 15",eng,4.41,17078,17168,62,179,460,2037,3934,10558,https://images.gr-assets.com/books/1417981626m/2879.jpg,https://images.gr-assets.com/books/1417981626s/2879.jpg,0
5630,22325,22325,879765,53,425190455,9780425190460.0,William Gibson,1996.0,Idoru,Idoru (Bridge #2),eng,3.78,16099,17933,444,147,1003,5421,7423,3939,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5648,51113,51113,1019525,24,312144075,9780312144070.0,Gail Tsukiyama,1994.0,The Samurai's Garden,The Samurai's Garden,en-US,4.12,17024,17774,1572,145,558,3152,7152,6767,https://images.gr-assets.com/books/1327876036m/51113.jpg,https://images.gr-assets.com/books/1327876036s/51113.jpg,0
5703,316558,316558,2893104,51,1400065593,9781400065590.0,Deborah Rodriguez,2007.0,Kabul Beauty School: An American Woman Goes Behind the Veil,Kabul Beauty School: An American Woman Goes Behind the Veil,eng,3.63,17002,19172,2593,414,1735,6198,6994,3831,https://images.gr-assets.com/books/1320448527m/316558.jpg,https://images.gr-assets.com/books/1320448527s/316558.jpg,0
5715,1178039,1178039,2979692,54,345485777,9780345485780.0,Steve Berry,2007.0,The Venetian Betrayal,"The Venetian Betrayal (Cotton Malone, #3)",en-US,3.94,18403,19834,789,195,786,4737,8330,5786,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5730,45967,45967,6092605,83,802131808,9780802131800.0,"Sadegh Hedayat, D.P. Costello",1937.0,بوف کور,The Blind Owl,en-US,3.99,5168,12190,991,401,819,2221,3814,4935,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5794,4373,4373,909578,37,60856262,9780060856270.0,Loung Ung,2000.0,First They Killed My Father: A Daughter of Cambodia Remembers,First They Killed My Father: A Daughter of Cambodia Remembers,en-US,4.29,17459,18880,1787,97,317,2344,7297,8825,https://images.gr-assets.com/books/1407105580m/4373.jpg,https://images.gr-assets.com/books/1407105580s/4373.jpg,0
5798,43255,43255,42692,63,552152161,9780552152170.0,Betty Mahmoody,1987.0,Not Without My Daughter,Not Without My Daughter,eng,4.04,16650,19208,1075,319,843,3725,7250,7071,https://images.gr-assets.com/books/1416296090m/43255.jpg,https://images.gr-assets.com/books/1416296090s/43255.jpg,0
5863,30852,30852,1759,31,679721886,9780679721890.0,Maxine Hong Kingston,1975.0,The Woman Warrior: Memoirs of a Girlhood Among Ghosts,The Woman Warrior,en-US,3.72,17781,19459,1113,531,1686,5293,7098,4851,https://images.gr-assets.com/books/1418654290m/30852.jpg,https://images.gr-assets.com/books/1418654290s/30852.jpg,0
5932,16235,16235,2483404,38,038548951X,9780385489520.0,Chitra Banerjee Divakaruni,1997.0,Sister of My Heart,Sister of My Heart,eng,3.97,14434,15352,1261,154,606,3401,6540,4651,https://images.gr-assets.com/books/1403188554m/16235.jpg,https://images.gr-assets.com/books/1403188554s/16235.jpg,0
5933,3181564,3181564,3214322,5,312427808,9780312427800.0,"Yōko Ogawa, Stephen Snyder",2003.0,博士の愛した数式,The Housekeeper and the Professor,eng,3.94,16865,19780,3382,173,895,4520,8562,5630,https://images.gr-assets.com/books/1344313042m/3181564.jpg,https://images.gr-assets.com/books/1344313042s/3181564.jpg,0
5947,6820,6820,1439,41,812966929,9780812966920.0,David Mitchell,2001.0,number9dream,number9dream,,3.92,13726,16451,1285,244,810,3617,7196,4584,https://images.gr-assets.com/books/1320540682m/6820.jpg,https://images.gr-assets.com/books/1320540682s/6820.jpg,0
6003,65217,65217,63267,15,698113578,9780698113570.0,"Claire Huchet Bishop, Kurt Wiese",1938.0,The Five Chinese Brothers,The Five Chinese Brothers,eng,4.18,20189,20504,334,257,713,3875,5820,9839,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6030,785454,785454,105288,31,802132219,9780802132220.0,Khushwant Singh,1956.0,Train to Pakistan,Train to Pakistan,en-US,3.85,12439,14099,847,140,608,3749,6376,3226,https://images.gr-assets.com/books/1342220976m/785454.jpg,https://images.gr-assets.com/books/1342220976s/785454.jpg,0
6038,202146,202146,22829,42,316159433,9780316159430.0,James D. Bradley,2003.0,Flyboys: A True Story of Courage,Flyboys: A True Story of Courage,,4.15,14011,14908,985,144,429,2510,5755,6070,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6047,4618728,4618728,4668682,15,312360401,9780312360400.0,Alan Brennert,2009.0,Honolulu,Honolulu,,4.02,15663,17383,2019,118,549,3525,7794,5397,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6079,77161,77161,1357544,78,1594480036,9781594480030.0,Lian Hearn,2003.0,Grass for His Pillow,"Grass for His Pillow (Tales of the Otori, #2)",,4.01,15140,18061,536,81,596,4031,7631,5722,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6108,229145,229145,1101695,18,1591828783,9781591828780.0,"CLAMP, Maria Simpson",1996.0,カードキャプターさくら,"Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)",eng,4.3,17547,18004,206,248,620,2662,4442,10032,https://images.gr-assets.com/books/1451030958m/229145.jpg,https://images.gr-assets.com/books/1451030958s/229145.jpg,0
6120,7717482,7717482,44805656,112,4103534257,9784103534260.0,"Haruki Murakami, 村上 春樹",2010.0,1Q84 Book 3 [Ichi-kyū-hachi-yon],"1Q84 BOOK 3 (1Q84, #3)",jpn,3.86,10317,17189,1332,328,1253,4136,6260,5212,https://images.gr-assets.com/books/1327559269m/7717482.jpg,https://images.gr-assets.com/books/1327559269s/7717482.jpg,0
6144,34508,34508,34479,4,413772195,9780413772190.0,"Stephen Briggs, Terry Pratchett",1995.0,Interesting Times,Interesting Times: The Play,eng,4.1,19216,19230,176,90,577,3993,7240,7330,https://images.gr-assets.com/books/1387302457m/34508.jpg,https://images.gr-assets.com/books/1387302457s/34508.jpg,0
6217,885744,885744,1353328,15,1569319022,9781569319020.0,Hiroyuki Takei,1998.0,シャーマンキング 1,"Shaman King, Vol. 1: A Shaman in Tokyo",eng,4.14,14043,14100,93,268,742,2639,3610,6841,https://images.gr-assets.com/books/1444234846m/885744.jpg,https://images.gr-assets.com/books/1444234846s/885744.jpg,0
6232,8686068,8686068,13558363,64,312375069,9780312375060.0,"Keigo Higashino, Alexander O. Smith",2005.0,容疑者Xの献身 [Yōgisha X no kenshin],The Devotion of Suspect X,,4.05,12336,16654,2562,140,633,3108,7197,5576,https://images.gr-assets.com/books/1312051518m/8686068.jpg,https://images.gr-assets.com/books/1312051518s/8686068.jpg,0
6287,8564644,8564644,13433150,30,61930059,9780061930060.0,Conor Grennan,2010.0,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,en-US,4.25,14765,15834,2210,144,378,2121,5861,7330,https://images.gr-assets.com/books/1279553857m/8564644.jpg,https://images.gr-assets.com/books/1279553857s/8564644.jpg,0
6290,954303,954303,939213,6,345496205,9780345496200.0,"Natsumi Ando, Miyuki Kobayashi",2005.0,Kitchen no Ohimesama,"Kitchen Princess, Vol. 01 (Kitchen Princess, #1)",en-US,4.16,16281,16318,289,463,899,2712,3713,8531,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6322,7073,7073,1323492,67,345915623,9780345915630.0,John Irving,1994.0,A Son of the Circus,A Son of the Circus,,3.61,14878,16493,587,517,1560,5199,5799,3418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6329,8574333,8574333,13443181,77,307593916,9780307593920.0,"Kyung-Sook Shin, 신경숙, Chi-Young Kim",2008.0,엄마를 부탁해,Please Look After Mom,eng,3.76,12130,17739,3265,451,1389,4635,6721,4543,https://images.gr-assets.com/books/1320413213m/8574333.jpg,https://images.gr-assets.com/books/1320413213s/8574333.jpg,0
6351,3858,3858,4227,29,767915747,9780767915750.0,Sarah Macdonald,2002.0,Holy Cow: An Indian Adventure,Holy Cow: An Indian Adventure,eng,3.51,13627,14205,1088,674,1599,4467,4672,2793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6362,282425,282425,273978,10,1569319960,9781569319960.0,"Yoko Kamio, 神尾葉子",1992.0,花より男子 1,"Boys Over Flowers: Hana Yori Dango, Vol. 1 (Boys Over Flowers, #1)",eng,4.12,14295,14406,209,509,860,2398,3330,7309,https://images.gr-assets.com/books/1357464446m/282425.jpg,https://images.gr-assets.com/books/1357464446s/282425.jpg,0
6364,28923,28923,3333606,74,571225403,9780571225410.0,Kazuo Ishiguro,2000.0,When We Were Orphans,When We Were Orphans,eng,3.45,13886,17018,1616,436,2011,6325,6023,2223,https://images.gr-assets.com/books/1465820100m/28923.jpg,https://images.gr-assets.com/books/1465820100s/28923.jpg,0
6546,4332082,4332082,3810543,48,670020486,9780670020480.0,Janice Y.K. Lee,2008.0,The Piano Teacher,The Piano Teacher,en-US,3.32,16172,18010,2667,466,2483,7500,5930,1631,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6564,7519640,7519640,9737203,38,446556246,9780446556250.0,Sebastian Junger,2010.0,WAR,War,eng,4.22,13946,15686,1454,105,388,2263,6187,6743,https://images.gr-assets.com/books/1344271278m/7519640.jpg,https://images.gr-assets.com/books/1344271278s/7519640.jpg,0
6576,432020,432020,420998,16,1569319049,9781569319050.0,Yoshihiro Togashi,1990.0,Yu Yu Hakusho,"Yu Yu Hakusho, Volume 1: Goodbye, Material World! (Yu Yu Hakusho, #1)",eng,4.29,13807,14037,87,169,503,2075,3593,7697,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6594,25365,25365,849266,53,1400078377,9781400078370.0,"Natsuo Kirino, Stephen Snyder",1997.0,Out  アウト,Out,eng,3.93,14795,17053,1898,302,934,3617,7038,5162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6613,79421,79421,930013,25,082546207X,9780825462080.0,"Paul Hattaway, Brother Yun",2000.0,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,eng,4.33,12537,13133,620,195,363,1716,3537,7322,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6617,95747,95747,105847,51,807012394,9780807012390.0,Thich Nhat Hanh,1975.0,The Miracle of Mindfulness: A Manual on Meditation,The Miracle of Mindfulness: An Introduction to the Practice of Meditation,,4.26,13241,15001,688,150,358,2009,5360,7124,https://images.gr-assets.com/books/1320448079m/95747.jpg,https://images.gr-assets.com/books/1320448079s/95747.jpg,0
6723,1476261,1476261,1570261,48,1905490208,9781905490200.0,Rajaa Alsanea,2005.0,بنات الرياض,Girls of Riyadh,eng,3.17,8200,14368,1960,1424,2337,4790,3940,1877,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6726,235773,235773,985211,52,375706410,9780375706420.0,Ha Jin,1999.0,Waiting,Waiting,en-US,3.49,15277,16154,1493,487,1887,5499,5846,2435,https://images.gr-assets.com/books/1327881519m/235773.jpg,https://images.gr-assets.com/books/1327881519s/235773.jpg,0
6727,9650,9650,1171545,116,1421808307,9781421808310.0,George Orwell,1934.0,Burmese Days,Burmese Days,,3.84,12119,14913,929,144,811,3918,6521,3519,https://images.gr-assets.com/books/1415573403m/9650.jpg,https://images.gr-assets.com/books/1415573403s/9650.jpg,0
6813,89731,89731,2096693,29,689856407,9780689856400.0,Cynthia Kadohata,2004.0,,Kira-Kira,eng,3.9,18166,18947,2279,344,1171,4568,6812,6052,https://images.gr-assets.com/books/1437825008m/89731.jpg,https://images.gr-assets.com/books/1437825008s/89731.jpg,0
6818,1317696,1317696,2495143,78,224061631,9780224061640.0,Salman Rushdie,2008.0,The Enchantress of Florence,The Enchantress of Florence,eng,3.57,12310,14494,1804,579,1565,4290,5179,2881,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6838,186669,186669,1398332,78,1594480869,9781594480870.0,Lian Hearn,2003.0,Brilliance of the Moon,"Brilliance of the Moon (Tales of the Otori, #3)",,4.04,13124,15593,382,85,534,3316,6437,5221,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6867,14082,14082,2501383,22,143039652,9780143039660.0,"R.K. Narayan, Jhumpa Lahiri",1943.0,Malgudi Days,Malgudi Days,eng,4.2,11527,12526,450,116,237,1807,5274,5092,https://images.gr-assets.com/books/1455574981m/14082.jpg,https://images.gr-assets.com/books/1455574981s/14082.jpg,0
6870,698,698,3140490,51,307263940,9780307263940.0,Anne Tyler,2006.0,Digging to America,Digging to America,eng,3.53,15484,17260,1974,290,1589,6406,6627,2348,https://images.gr-assets.com/books/1327901292m/698.jpg,https://images.gr-assets.com/books/1327901292s/698.jpg,0
6877,5849,5849,2927347,54,330487191,9780330487190.0,V.S. Naipaul,1961.0,A House for Mr. Biswas,A House for Mr Biswas,en-GB,3.82,13073,14609,647,430,1072,3582,5190,4335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6885,522534,522534,18133,61,743444299,9780743444290.0,"Mineko Iwasaki, Rande Brown",2002.0,Geisha: A Life,"Geisha, a Life",en-US,3.92,12995,15656,1005,175,811,3820,6065,4785,https://images.gr-assets.com/books/1359402937m/522534.jpg,https://images.gr-assets.com/books/1359402937s/522534.jpg,0
6921,46349,46349,45472,28,812968379,9780812968380.0,Firoozeh Dumas,2003.0,Funny in Farsi: A Memoir of Growing Up Iranian in America,Funny in Farsi: A Memoir of Growing Up Iranian in America,eng,3.76,10008,13656,1957,253,941,3805,5460,3197,https://images.gr-assets.com/books/1411923160m/46349.jpg,https://images.gr-assets.com/books/1411923160s/46349.jpg,0
7001,6452760,6452760,6642965,34,670021156,9780670021150.0,"Greg Mortenson, Khaled Hosseini",2009.0,"Stones into Schools: Promoting Peace with Books, Not Bombs, in Afghanistan and Pakistan","Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan",eng,3.86,13543,14741,1786,430,907,3490,5407,4507,https://images.gr-assets.com/books/1260845553m/6452760.jpg,https://images.gr-assets.com/books/1260845553s/6452760.jpg,0
7034,11469379,11469379,16403657,37,1402792808,9781402792810.0,Corban Addison,2011.0,A Walk Across the Sun,A Walk Across the Sun,en-US,4.13,12091,13556,1779,168,443,2134,5477,5334,https://images.gr-assets.com/books/1328767745m/11469379.jpg,https://images.gr-assets.com/books/1328767745s/11469379.jpg,0
7063,1398034,1398034,1881100,41,9799731232,9789799731230.0,Pramoedya Ananta Toer,1975.0,Bumi Manusia,Bumi Manusia,ind,4.37,8574,10499,1190,126,204,1067,3320,5782,https://images.gr-assets.com/books/1464891625m/1398034.jpg,https://images.gr-assets.com/books/1464891625s/1398034.jpg,0
7070,1632833,1632833,2795082,55,385339526,9780385339520.0,Conn Iggulden,2008.0,"Lords of the Bow (Conqueror, #2)","Genghis: Lords of the Bow (Conqueror, #2)",eng,4.31,11600,13612,529,26,181,1555,5589,6261,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7076,6606855,6606855,6800778,15,1427817413,9781427817420.0,"Jinsei Kataoka, Kazuma Kondou",2007.0,デッドマン・ワンダーランド 1,"Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)",eng,4.2,12932,13675,307,240,587,2204,3826,6818,https://images.gr-assets.com/books/1446490168m/6606855.jpg,https://images.gr-assets.com/books/1446490168s/6606855.jpg,0
7110,16012,16012,17803,11,1931514607,9781931514610.0,Ai Yazawa,2000.0,Paradise Kiss 1,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)",eng,4.11,14065,14196,191,423,791,2447,3672,6863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7173,102030,102030,347050,52,4770019572,9784770019580.0,"Eiji Yoshikawa, Charles Terry, Edwin O. Reischauer",1935.0,宮本武蔵 Miyamoto Musashi,Musashi,eng,4.43,9574,11744,759,64,193,1218,3461,6808,https://images.gr-assets.com/books/1327942522m/102030.jpg,https://images.gr-assets.com/books/1327942522s/102030.jpg,0
7178,17232261,17232261,23748550,32,345522028,9780345522020.0,Jamie Ford,2013.0,Songs of Willow Frost,Songs of Willow Frost,eng,3.64,13645,15237,2449,326,1184,4812,6218,2697,https://images.gr-assets.com/books/1367527068m/17232261.jpg,https://images.gr-assets.com/books/1367527068s/17232261.jpg,0
7205,95643,95643,92181,25,156031566,9780156031560.0,Rory Stewart,2004.0,The Places In Between,The Places in Between,en-US,3.88,11445,11934,1274,222,786,2822,4500,3604,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7228,13057939,13057939,18223133,34,1451657706,9781451657710.0,Vaddey Ratner,2012.0,In the Shadow of the Banyan,In the Shadow of the Banyan,,4.04,12946,14443,2134,219,633,2599,5909,5083,https://images.gr-assets.com/books/1346714710m/13057939.jpg,https://images.gr-assets.com/books/1346714710s/13057939.jpg,0
7242,291,291,1676536,119,806501901,9780806501900.0,"Kahlil Gibran, Anthony R. Ferris",1912.0,الأجنحة المتكسرة,The Broken Wings,eng,3.93,5611,12435,1425,272,792,2796,4251,4324,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7259,6818019,6818019,7026660,47,307589676,9780307589680.0,"Nujood Ali, Delphine Minoui, Linda Coverdale",2009.0,"Moi Nojoud, 10 ans, divorcée","I Am Nujood, Age 10 and Divorced",eng,3.79,13607,15351,2294,169,1002,4480,5895,3805,https://images.gr-assets.com/books/1320467214m/6818019.jpg,https://images.gr-assets.com/books/1320467214s/6818019.jpg,0
7273,15771862,15771862,21480584,36,,,Sonali Deraniyagala,2013.0,Wave,Wave,eng,3.7,12008,13198,2128,466,1217,3512,4626,3377,https://images.gr-assets.com/books/1362126716m/15771862.jpg,https://images.gr-assets.com/books/1362126716s/15771862.jpg,0
7278,3276637,3276637,3312922,48,7201788,9780007201780.0,Conn Iggulden,2008.0,Bones of the Hills,"Bones of the Hills (Conqueror, #3)",eng,4.32,11461,13094,390,48,151,1530,5138,6227,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7298,577542,577542,359486,77,688143202,9780688143210.0,"Rudyard Kipling, Jerry Pinkney",1894.0,Rikki-Tikki-Tavi,Rikki-Tikki-Tavi,,3.96,13851,18495,706,299,918,4434,6390,6454,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7307,328907,328907,891831,18,60932309,9780060932300.0,Bernard Cornwell,1997.0,Sharpe's Tiger,"Sharpe's Tiger (Sharpe, #1)",en-US,4.08,12793,14602,674,58,301,2884,6528,4831,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7327,142395,142395,2944319,79,1566562937,9781566562940.0,"Amin Maalouf, Russell Harris",1988.0,Samarcande,Samarkand,eng,4.2,7600,13959,1116,121,404,2057,5350,6027,https://images.gr-assets.com/books/1327995121m/142395.jpg,https://images.gr-assets.com/books/1327995121s/142395.jpg,0
